Mach,velocity,AoA,deg,rad/s,Clpm,Cmqm,Cyawrm,Clmd,Cmmd,Cyawmd
0.3,102,0,4.9,0.08575,0.015640542,-0.004287,-0.0078091,0.000304,-0.001642,-0.002991
0.3,102,0,5,0.0875,0.015327731,-0.0042013,-0.0076529,0.000304,-0.001642,-0.002991
0.3,102,0,5.1,0.08925,0.015027187,-0.0041189,-0.0075028,0.000304,-0.001642,-0.002991
0.3,102,0,5.2,0.091,0.014738203,-0.0040397,-0.0073585,0.000304,-0.001642,-0.002991
0.3,102,0,5.3,0.09275,0.014460124,-0.0039635,-0.0072197,0.000304,-0.001642,-0.002991
0.3,102,0,5.4,0.0945,0.014192344,-0.0038901,-0.007086,0.000304,-0.001642,-0.002991
0.3,102,0,5.5,0.09625,0.013934301,-0.0038193,-0.0069572,0.000304,-0.001642,-0.002991
0.3,102,0,5.6,0.098,0.013685474,-0.0037511,-0.0068329,0.000304,-0.001642,-0.002991
0.3,102,0,5.7,0.09975,0.013445378,-0.0036853,-0.0067131,0.000304,-0.001642,-0.002991
0.3,102,0,5.8,0.1015,0.013213561,-0.0036218,-0.0065973,0.000304,-0.001642,-0.002991
0.3,102,0,5.9,0.10325,0.012989603,-0.0035604,-0.0064855,0.000304,-0.001642,-0.002991
0.3,102,0,6,0.105,0.012773109,-0.0035011,-0.0063774,0.000304,-0.001642,-0.002991
0.3,102,0,6.1,0.10675,0.012563714,-0.0034437,-0.0062729,0.000304,-0.001642,-0.002991
0.3,102,0,6.2,0.1085,0.012361073,-0.0033881,-0.0061717,0.000304,-0.001642,-0.002991
0.3,102,0,6.3,0.11025,0.012164866,-0.0033343,-0.0060737,0.000304,-0.001642,-0.002991
0.3,102,0,6.4,0.112,0.01197479,-0.0032822,-0.0059788,0.000304,-0.001642,-0.002991
0.3,102,0,6.5,0.11375,0.011790562,-0.0032318,-0.0058868,0.000304,-0.001642,-0.002991
0.3,102,0,6.6,0.1155,0.011611917,-0.0031828,-0.0057976,0.000304,-0.001642,-0.002991
0.3,102,0,6.7,0.11725,0.011438605,-0.0031353,-0.0057111,0.000304,-0.001642,-0.002991
0.3,102,0,6.8,0.119,0.011270391,-0.0030892,-0.0056271,0.000304,-0.001642,-0.002991
0.3,102,0,6.9,0.12075,0.011107052,-0.0030444,-0.0055456,0.000304,-0.001642,-0.002991
0.3,102,0,7,0.1225,0.010948379,-0.0030009,-0.0054663,0.000304,-0.001642,-0.002991
0.3,102,0,7.1,0.12425,0.010794177,-0.0029586,-0.0053894,0.000304,-0.001642,-0.002991
0.3,102,0,7.2,0.126,0.010644258,-0.0029176,-0.0053145,0.000304,-0.001642,-0.002991
0.3,102,0,7.3,0.12775,0.010498446,-0.0028776,-0.0052417,0.000304,-0.001642,-0.002991
0.3,102,0,7.4,0.1295,0.010356575,-0.0028387,-0.0051709,0.000304,-0.001642,-0.002991
0.3,102,0,7.5,0.13125,0.010218487,-0.0028009,-0.0051019,0.000304,-0.001642,-0.002991
0.3,102,0,7.6,0.133,0.010084034,-0.002764,-0.0050348,0.000304,-0.001642,-0.002991
0.3,102,0,7.7,0.13475,0.009953072,-0.0027281,-0.0049694,0.000304,-0.001642,-0.002991
0.3,102,0,7.8,0.1365,0.009825469,-0.0026931,-0.0049057,0.000304,-0.001642,-0.002991
0.3,102,0,7.9,0.13825,0.009701096,-0.002659,-0.0048436,0.000304,-0.001642,-0.002991
0.3,102,0,8,0.14,0.009579832,-0.0026258,-0.004783,0.000304,-0.001642,-0.002991
0.5,170,0,0.1,0.00175,1.428571429,-0.398507463,-0.678464819,0.00034,-0.001869,-0.003182
0.5,170,0,0.2,0.0035,0.714285714,-0.199253731,-0.339232409,0.00034,-0.001869,-0.003182
0.5,170,0,0.3,0.00525,0.476190476,-0.132835821,-0.22615494,0.00034,-0.001869,-0.003182
0.5,170,0,0.4,0.007,0.357142857,-0.099626866,-0.169616205,0.00034,-0.001869,-0.003182
0.5,170,0,0.5,0.00875,0.285714286,-0.079701493,-0.135692964,0.00034,-0.001869,-0.003182
0.5,170,0,0.6,0.0105,0.238095238,-0.06641791,-0.11307747,0.00034,-0.001869,-0.003182
0.5,170,0,0.7,0.01225,0.204081633,-0.056929638,-0.096923546,0.00034,-0.001869,-0.003182
0.5,170,0,0.8,0.014,0.178571429,-0.049813433,-0.084808102,0.00034,-0.001869,-0.003182
0.5,170,0,0.9,0.01575,0.158730159,-0.044278607,-0.07538498,0.00034,-0.001869,-0.003182
0.5,170,0,1,0.0175,0.142857143,-0.039850746,-0.067846482,0.00034,-0.001869,-0.003182
0.5,170,0,1.1,0.01925,0.12987013,-0.036227951,-0.06167862,0.00034,-0.001869,-0.003182
0.5,170,0,1.2,0.021,0.119047619,-0.033208955,-0.056538735,0.00034,-0.001869,-0.003182
0.5,170,0,1.3,0.02275,0.10989011,-0.03065442,-0.052189601,0.00034,-0.001869,-0.003182
0.5,170,0,1.4,0.0245,0.102040816,-0.028464819,-0.048461773,0.00034,-0.001869,-0.003182
0.5,170,0,1.5,0.02625,0.095238095,-0.026567164,-0.045230988,0.00034,-0.001869,-0.003182
0.5,170,0,1.6,0.028,0.089285714,-0.024906716,-0.042404051,0.00034,-0.001869,-0.003182
0.5,170,0,1.7,0.02975,0.084033613,-0.023441615,-0.039909695,0.00034,-0.001869,-0.003182
0.5,170,0,1.8,0.0315,0.079365079,-0.022139303,-0.03769249,0.00034,-0.001869,-0.003182
0.5,170,0,1.9,0.03325,0.07518797,-0.020974077,-0.035708675,0.00034,-0.001869,-0.003182
0.5,170,0,2,0.035,0.071428571,-0.019925373,-0.033923241,0.00034,-0.001869,-0.003182
0.5,170,0,2.1,0.03675,0.068027211,-0.018976546,-0.032307849,0.00034,-0.001869,-0.003182
0.5,170,0,2.2,0.0385,0.064935065,-0.018113976,-0.03083931,0.00034,-0.001869,-0.003182
0.5,170,0,2.3,0.04025,0.062111801,-0.017326411,-0.02949847,0.00034,-0.001869,-0.003182
0.5,170,0,2.4,0.042,0.05952381,-0.016604478,-0.028269367,0.00034,-0.001869,-0.003182
0.5,170,0,2.5,0.04375,0.057142857,-0.015940299,-0.027138593,0.00034,-0.001869,-0.003182
0.5,170,0,2.6,0.0455,0.054945055,-0.01532721,-0.026094801,0.00034,-0.001869,-0.003182
0.5,170,0,2.7,0.04725,0.052910053,-0.014759536,-0.025128327,0.00034,-0.001869,-0.003182
0.5,170,0,2.8,0.049,0.051020408,-0.014232409,-0.024230886,0.00034,-0.001869,-0.003182
0.5,170,0,2.9,0.05075,0.049261084,-0.013741637,-0.023395339,0.00034,-0.001869,-0.003182
0.5,170,0,3,0.0525,0.047619048,-0.013283582,-0.022615494,0.00034,-0.001869,-0.003182
0.5,170,0,3.1,0.05425,0.046082949,-0.012855079,-0.021885962,0.00034,-0.001869,-0.003182
0.5,170,0,3.2,0.056,0.044642857,-0.012453358,-0.021202026,0.00034,-0.001869,-0.003182
0.5,170,0,3.3,0.05775,0.043290043,-0.012075984,-0.02055954,0.00034,-0.001869,-0.003182
0.5,170,0,3.4,0.0595,0.042016807,-0.011720808,-0.019954848,0.00034,-0.001869,-0.003182
0.5,170,0,3.5,0.06125,0.040816327,-0.011385928,-0.019384709,0.00034,-0.001869,-0.003182
0.5,170,0,3.6,0.063,0.03968254,-0.011069652,-0.018846245,0.00034,-0.001869,-0.003182
0.5,170,0,3.7,0.06475,0.038610039,-0.010770472,-0.018336887,0.00034,-0.001869,-0.003182
0.5,170,0,3.8,0.0665,0.037593985,-0.010487038,-0.017854337,0.00034,-0.001869,-0.003182
0.5,170,0,3.9,0.06825,0.036630037,-0.01021814,-0.017396534,0.00034,-0.001869,-0.003182
0.5,170,0,4,0.07,0.035714286,-0.009962687,-0.01696162,0.00034,-0.001869,-0.003182
0.5,170,0,4.1,0.07175,0.034843206,-0.0097197,-0.0165479,0.00034,-0.001869,-0.003182
0.5,170,0,4.2,0.0735,0.034013605,-0.0094883,-0.0161539,0.00034,-0.001869,-0.003182
0.5,170,0,4.3,0.07525,0.033222591,-0.0092676,-0.0157783,0.00034,-0.001869,-0.003182
0.5,170,0,4.4,0.077,0.032467532,-0.009057,-0.0154197,0.00034,-0.001869,-0.003182
0.5,170,0,4.5,0.07875,0.031746032,-0.0088557,-0.015077,0.00034,-0.001869,-0.003182
0.5,170,0,4.6,0.0805,0.031055901,-0.0086632,-0.0147492,0.00034,-0.001869,-0.003182
0.5,170,0,4.7,0.08225,0.030395137,-0.0084789,-0.0144354,0.00034,-0.001869,-0.003182
0.5,170,0,4.8,0.084,0.029761905,-0.0083022,-0.0141347,0.00034,-0.001869,-0.003182
0.5,170,0,4.9,0.08575,0.029154519,-0.0081328,-0.0138462,0.00034,-0.001869,-0.003182
0.5,170,0,5,0.0875,0.028571429,-0.0079701,-0.0135693,0.00034,-0.001869,-0.003182
0.5,170,0,5.1,0.08925,0.028011204,-0.0078139,-0.0133032,0.00034,-0.001869,-0.003182
0.5,170,0,5.2,0.091,0.027472527,-0.0076636,-0.0130474,0.00034,-0.001869,-0.003182
0.5,170,0,5.3,0.09275,0.026954178,-0.007519,-0.0128012,0.00034,-0.001869,-0.003182
0.5,170,0,5.4,0.0945,0.026455026,-0.0073798,-0.0125642,0.00034,-0.001869,-0.003182
0.5,170,0,5.5,0.09625,0.025974026,-0.0072456,-0.0123357,0.00034,-0.001869,-0.003182
0.5,170,0,5.6,0.098,0.025510204,-0.0071162,-0.0121154,0.00034,-0.001869,-0.003182
0.5,170,0,5.7,0.09975,0.025062657,-0.0069914,-0.0119029,0.00034,-0.001869,-0.003182
0.5,170,0,5.8,0.1015,0.024630542,-0.0068708,-0.0116977,0.00034,-0.001869,-0.003182
0.5,170,0,5.9,0.10325,0.024213075,-0.0067544,-0.0114994,0.00034,-0.001869,-0.003182
0.5,170,0,6,0.105,0.023809524,-0.0066418,-0.0113077,0.00034,-0.001869,-0.003182
0.5,170,0,6.1,0.10675,0.023419204,-0.0065329,-0.0111224,0.00034,-0.001869,-0.003182
0.5,170,0,6.2,0.1085,0.023041475,-0.0064275,-0.010943,0.00034,-0.001869,-0.003182
0.5,170,0,6.3,0.11025,0.022675737,-0.0063255,-0.0107693,0.00034,-0.001869,-0.003182
0.5,170,0,6.4,0.112,0.022321429,-0.0062267,-0.010601,0.00034,-0.001869,-0.003182
0.5,170,0,6.5,0.11375,0.021978022,-0.0061309,-0.0104379,0.00034,-0.001869,-0.003182
0.5,170,0,6.6,0.1155,0.021645022,-0.006038,-0.0102798,0.00034,-0.001869,-0.003182
0.5,170,0,6.7,0.11725,0.021321962,-0.0059479,-0.0101263,0.00034,-0.001869,-0.003182
0.5,170,0,6.8,0.119,0.021008403,-0.0058604,-0.0099774,0.00034,-0.001869,-0.003182
0.5,170,0,6.9,0.12075,0.020703934,-0.0057755,-0.0098328,0.00034,-0.001869,-0.003182
0.5,170,0,7,0.1225,0.020408163,-0.005693,-0.0096924,0.00034,-0.001869,-0.003182
0.5,170,0,7.1,0.12425,0.020120724,-0.0056128,-0.0095558,0.00034,-0.001869,-0.003182
0.5,170,0,7.2,0.126,0.01984127,-0.0055348,-0.0094231,0.00034,-0.001869,-0.003182
0.5,170,0,7.3,0.12775,0.019569472,-0.005459,-0.009294,0.00034,-0.001869,-0.003182
0.5,170,0,7.4,0.1295,0.019305019,-0.0053852,-0.0091684,0.00034,-0.001869,-0.003182
0.5,170,0,7.5,0.13125,0.019047619,-0.0053134,-0.0090462,0.00034,-0.001869,-0.003182
0.5,170,0,7.6,0.133,0.018796992,-0.0052435,-0.0089272,0.00034,-0.001869,-0.003182
0.5,170,0,7.7,0.13475,0.018552876,-0.0051754,-0.0088112,0.00034,-0.001869,-0.003182
0.5,170,0,7.8,0.1365,0.018315018,-0.0051091,-0.0086983,0.00034,-0.001869,-0.003182
0.5,170,0,7.9,0.13825,0.018083183,-0.0050444,-0.0085882,0.00034,-0.001869,-0.003182
0.5,170,0,8,0.14,0.017857143,-0.0049813,-0.0084808,0.00034,-0.001869,-0.003182
0.6,204,0,0.1,0.00175,1.149579832,-0.321620469,-0.561364606,0.000228,-0.001257,-0.002194
0.6,204,0,0.2,0.0035,0.574789916,-0.160810235,-0.280682303,0.000228,-0.001257,-0.002194
0.6,204,0,0.3,0.00525,0.383193277,-0.107206823,-0.187121535,0.000228,-0.001257,-0.002194
0.6,204,0,0.4,0.007,0.287394958,-0.080405117,-0.140341151,0.000228,-0.001257,-0.002194
0.6,204,0,0.5,0.00875,0.229915966,-0.064324094,-0.112272921,0.000228,-0.001257,-0.002194
0.6,204,0,0.6,0.0105,0.191596639,-0.053603412,-0.093560768,0.000228,-0.001257,-0.002194
0.6,204,0,0.7,0.01225,0.16422569,-0.045945781,-0.080194944,0.000228,-0.001257,-0.002194
0.6,204,0,0.8,0.014,0.143697479,-0.040202559,-0.070170576,0.000228,-0.001257,-0.002194
0.6,204,0,0.9,0.01575,0.127731092,-0.035735608,-0.062373845,0.000228,-0.001257,-0.002194
0.6,204,0,1,0.0175,0.114957983,-0.032162047,-0.056136461,0.000228,-0.001257,-0.002194
0.6,204,0,1.1,0.01925,0.104507257,-0.029238224,-0.051033146,0.000228,-0.001257,-0.002194
0.6,204,0,1.2,0.021,0.095798319,-0.026801706,-0.046780384,0.000228,-0.001257,-0.002194
0.6,204,0,1.3,0.02275,0.088429218,-0.024740036,-0.043181893,0.000228,-0.001257,-0.002194
0.6,204,0,1.4,0.0245,0.082112845,-0.022972891,-0.040097472,0.000228,-0.001257,-0.002194
0.6,204,0,1.5,0.02625,0.076638655,-0.021441365,-0.037424307,0.000228,-0.001257,-0.002194
0.6,204,0,1.6,0.028,0.071848739,-0.020101279,-0.035085288,0.000228,-0.001257,-0.002194
0.6,204,0,1.7,0.02975,0.067622343,-0.018918851,-0.033021447,0.000228,-0.001257,-0.002194
0.6,204,0,1.8,0.0315,0.063865546,-0.017867804,-0.031186923,0.000228,-0.001257,-0.002194
0.6,204,0,1.9,0.03325,0.060504202,-0.016927393,-0.029545506,0.000228,-0.001257,-0.002194
0.6,204,0,2,0.035,0.057478992,-0.016081023,-0.02806823,0.000228,-0.001257,-0.002194
0.6,204,0,2.1,0.03675,0.054741897,-0.01531526,-0.026731648,0.000228,-0.001257,-0.002194
0.6,204,0,2.2,0.0385,0.052253629,-0.014619112,-0.025516573,0.000228,-0.001257,-0.002194
0.6,204,0,2.3,0.04025,0.049981732,-0.013983499,-0.024407157,0.000228,-0.001257,-0.002194
0.6,204,0,2.4,0.042,0.04789916,-0.013400853,-0.023390192,0.000228,-0.001257,-0.002194
0.6,204,0,2.5,0.04375,0.045983193,-0.012864819,-0.022454584,0.000228,-0.001257,-0.002194
0.6,204,0,2.6,0.0455,0.044214609,-0.012370018,-0.021590946,0.000228,-0.001257,-0.002194
0.6,204,0,2.7,0.04725,0.042577031,-0.011911869,-0.020791282,0.000228,-0.001257,-0.002194
0.6,204,0,2.8,0.049,0.041056423,-0.011486445,-0.020048736,0.000228,-0.001257,-0.002194
0.6,204,0,2.9,0.05075,0.039640684,-0.011090361,-0.0193574,0.000228,-0.001257,-0.002194
0.6,204,0,3,0.0525,0.038319328,-0.010720682,-0.018712154,0.000228,-0.001257,-0.002194
0.6,204,0,3.1,0.05425,0.03708322,-0.010374854,-0.018108536,0.000228,-0.001257,-0.002194
0.6,204,0,3.2,0.056,0.03592437,-0.01005064,-0.017542644,0.000228,-0.001257,-0.002194
0.6,204,0,3.3,0.05775,0.034835752,-0.009746075,-0.017011049,0.000228,-0.001257,-0.002194
0.6,204,0,3.4,0.0595,0.033811172,-0.009459426,-0.016510724,0.000228,-0.001257,-0.002194
0.6,204,0,3.5,0.06125,0.032845138,-0.009189156,-0.016038989,0.000228,-0.001257,-0.002194
0.6,204,0,3.6,0.063,0.031932773,-0.008933902,-0.015593461,0.000228,-0.001257,-0.002194
0.6,204,0,3.7,0.06475,0.031069725,-0.008692445,-0.015172016,0.000228,-0.001257,-0.002194
0.6,204,0,3.8,0.0665,0.030252101,-0.008463697,-0.014772753,0.000228,-0.001257,-0.002194
0.6,204,0,3.9,0.06825,0.029476406,-0.008246679,-0.014393964,0.000228,-0.001257,-0.002194
0.6,204,0,4,0.07,0.028739496,-0.008040512,-0.014034115,0.000228,-0.001257,-0.002194
0.6,204,0,4.1,0.07175,0.028038532,-0.0078444,-0.0136918,0.000228,-0.001257,-0.002194
0.6,204,0,4.2,0.0735,0.027370948,-0.0076576,-0.0133658,0.000228,-0.001257,-0.002194
0.6,204,0,4.3,0.07525,0.026734415,-0.0074795,-0.013055,0.000228,-0.001257,-0.002194
0.6,204,0,4.4,0.077,0.026126814,-0.0073096,-0.0127583,0.000228,-0.001257,-0.002194
0.6,204,0,4.5,0.07875,0.025546218,-0.0071471,-0.0124748,0.000228,-0.001257,-0.002194
0.6,204,0,4.6,0.0805,0.024990866,-0.0069917,-0.0122036,0.000228,-0.001257,-0.002194
0.6,204,0,4.7,0.08225,0.024459145,-0.006843,-0.0119439,0.000228,-0.001257,-0.002194
0.6,204,0,4.8,0.084,0.02394958,-0.0067004,-0.0116951,0.000228,-0.001257,-0.002194
0.6,204,0,4.9,0.08575,0.023460813,-0.0065637,-0.0114564,0.000228,-0.001257,-0.002194
0.6,204,0,5,0.0875,0.022991597,-0.0064324,-0.0112273,0.000228,-0.001257,-0.002194
0.6,204,0,5.1,0.08925,0.022540781,-0.0063063,-0.0110071,0.000228,-0.001257,-0.002194
0.6,204,0,5.2,0.091,0.022107304,-0.006185,-0.0107955,0.000228,-0.001257,-0.002194
0.6,204,0,5.3,0.09275,0.021690186,-0.0060683,-0.0105918,0.000228,-0.001257,-0.002194
0.6,204,0,5.4,0.0945,0.021288515,-0.0059559,-0.0103956,0.000228,-0.001257,-0.002194
0.6,204,0,5.5,0.09625,0.020901451,-0.0058476,-0.0102066,0.000228,-0.001257,-0.002194
0.6,204,0,5.6,0.098,0.020528211,-0.0057432,-0.0100244,0.000228,-0.001257,-0.002194
0.6,204,0,5.7,0.09975,0.020168067,-0.0056425,-0.0098485,0.000228,-0.001257,-0.002194
0.6,204,0,5.8,0.1015,0.019820342,-0.0055452,-0.0096787,0.000228,-0.001257,-0.002194
0.6,204,0,5.9,0.10325,0.019484404,-0.0054512,-0.0095147,0.000228,-0.001257,-0.002194
0.6,204,0,6,0.105,0.019159664,-0.0053603,-0.0093561,0.000228,-0.001257,-0.002194
0.6,204,0,6.1,0.10675,0.018845571,-0.0052725,-0.0092027,0.000228,-0.001257,-0.002194
0.6,204,0,6.2,0.1085,0.01854161,-0.0051874,-0.0090543,0.000228,-0.001257,-0.002194
0.6,204,0,6.3,0.11025,0.018247299,-0.0051051,-0.0089105,0.000228,-0.001257,-0.002194
0.6,204,0,6.4,0.112,0.017962185,-0.0050253,-0.0087713,0.000228,-0.001257,-0.002194
0.6,204,0,6.5,0.11375,0.017685844,-0.004948,-0.0086364,0.000228,-0.001257,-0.002194
0.6,204,0,6.6,0.1155,0.017417876,-0.004873,-0.0085055,0.000228,-0.001257,-0.002194
0.6,204,0,6.7,0.11725,0.017157908,-0.0048003,-0.0083786,0.000228,-0.001257,-0.002194
0.6,204,0,6.8,0.119,0.016905586,-0.0047297,-0.0082554,0.000228,-0.001257,-0.002194
0.6,204,0,6.9,0.12075,0.016660577,-0.0046612,-0.0081357,0.000228,-0.001257,-0.002194
0.6,204,0,7,0.1225,0.016422569,-0.0045946,-0.0080195,0.000228,-0.001257,-0.002194
0.6,204,0,7.1,0.12425,0.016191265,-0.0045299,-0.0079065,0.000228,-0.001257,-0.002194
0.6,204,0,7.2,0.126,0.015966387,-0.004467,-0.0077967,0.000228,-0.001257,-0.002194
0.6,204,0,7.3,0.12775,0.015747669,-0.0044058,-0.0076899,0.000228,-0.001257,-0.002194
0.6,204,0,7.4,0.1295,0.015534863,-0.0043462,-0.007586,0.000228,-0.001257,-0.002194
0.6,204,0,7.5,0.13125,0.015327731,-0.0042883,-0.0074849,0.000228,-0.001257,-0.002194
0.6,204,0,7.6,0.133,0.01512605,-0.0042318,-0.0073864,0.000228,-0.001257,-0.002194
0.6,204,0,7.7,0.13475,0.014929608,-0.0041769,-0.0072904,0.000228,-0.001257,-0.002194
0.6,204,0,7.8,0.1365,0.014738203,-0.0041233,-0.007197,0.000228,-0.001257,-0.002194
0.6,204,0,7.9,0.13825,0.014551643,-0.0040711,-0.0071059,0.000228,-0.001257,-0.002194
0.6,204,0,8,0.14,0.014369748,-0.0040203,-0.0070171,0.000228,-0.001257,-0.002194
0.7,238,0,0.1,0.00175,1.529411765,-0.654328358,-0.908358209,0.00026,-0.002192,-0.003043
0.7,238,0,0.2,0.0035,0.764705882,-0.327164179,-0.454179104,0.00026,-0.002192,-0.003043
0.7,238,0,0.3,0.00525,0.509803922,-0.218109453,-0.30278607,0.00026,-0.002192,-0.003043
0.7,238,0,0.4,0.007,0.382352941,-0.16358209,-0.227089552,0.00026,-0.002192,-0.003043
0.7,238,0,0.5,0.00875,0.305882353,-0.130865672,-0.181671642,0.00026,-0.002192,-0.003043
0.7,238,0,0.6,0.0105,0.254901961,-0.109054726,-0.151393035,0.00026,-0.002192,-0.003043
0.7,238,0,0.7,0.01225,0.218487395,-0.09347548,-0.129765458,0.00026,-0.002192,-0.003043
0.7,238,0,0.8,0.014,0.191176471,-0.081791045,-0.113544776,0.00026,-0.002192,-0.003043
0.7,238,0,0.9,0.01575,0.169934641,-0.072703151,-0.10092869,0.00026,-0.002192,-0.003043
0.7,238,0,1,0.0175,0.152941176,-0.065432836,-0.090835821,0.00026,-0.002192,-0.003043
0.7,238,0,1.1,0.01925,0.139037433,-0.059484396,-0.082578019,0.00026,-0.002192,-0.003043
0.7,238,0,1.2,0.021,0.12745098,-0.054527363,-0.075696517,0.00026,-0.002192,-0.003043
0.7,238,0,1.3,0.02275,0.117647059,-0.050332951,-0.069873708,0.00026,-0.002192,-0.003043
0.7,238,0,1.4,0.0245,0.109243697,-0.04673774,-0.064882729,0.00026,-0.002192,-0.003043
0.7,238,0,1.5,0.02625,0.101960784,-0.043621891,-0.060557214,0.00026,-0.002192,-0.003043
0.7,238,0,1.6,0.028,0.095588235,-0.040895522,-0.056772388,0.00026,-0.002192,-0.003043
0.7,238,0,1.7,0.02975,0.089965398,-0.038489903,-0.053432836,0.00026,-0.002192,-0.003043
0.7,238,0,1.8,0.0315,0.08496732,-0.036351575,-0.050464345,0.00026,-0.002192,-0.003043
0.7,238,0,1.9,0.03325,0.080495356,-0.034438335,-0.047808327,0.00026,-0.002192,-0.003043
